ticker,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
ETSY,2019-06-30,2019-08-01,0.23,0.21,0.02,9.5238,post-market
ETSY,2019-09-30,2019-10-30,0.25,0.21,0.04,19.0476,post-market
ETSY,2019-12-31,2020-02-26,0.25,0.16,0.09,56.25,post-market
ETSY,2020-03-31,2020-05-06,0.3,0.26,0.04,15.3846,post-market
ETSY,2020-06-30,2020-08-05,0.82,0.48,0.34,70.8333,post-market
ETSY,2020-09-30,2020-10-28,0.93,0.67,0.26,38.806,post-market
ETSY,2020-12-31,2021-02-25,1.08,0.59,0.49,83.0508,post-market
ETSY,2021-03-31,2021-05-05,1.07,0.92,0.15,16.3043,post-market
ETSY,2021-06-30,2021-08-04,0.87,0.74,0.13,17.5676,post-market
ETSY,2021-09-30,2021-11-03,0.9,0.68,0.22,32.3529,post-market
ETSY,2021-12-31,2022-02-24,1.11,0.79,0.32,40.5063,post-market
ETSY,2022-03-31,2022-05-04,0.92,0.75,0.17,22.6667,post-market
ETSY,2022-06-30,2022-07-27,0.51,0.32,0.19,59.375,post-market
ETSY,2022-09-30,2022-11-02,1.07,0.77,0.3,38.961,post-market
ETSY,2022-12-31,2023-02-22,0.77,0.8,-0.03,-3.75,post-market
ETSY,2023-03-31,2023-05-03,0.96,0.9,0.06,6.6667,post-market
ETSY,2023-06-30,2023-08-02,1.47,0.9,0.57,63.3333,post-market
ETSY,2023-09-30,2023-11-01,0.64,0.51,0.13,25.4902,post-market
ETSY,2023-12-31,2024-02-21,0.62,0.77,-0.15,-19.4805,post-market
ETSY,2024-03-31,2024-05-01,0.96,0.99,-0.03,-3.0303,post-market
ETSY,2024-06-30,2024-07-31,0.98,0.98,0,0,post-market
ETSY,2024-09-30,2024-10-30,0.45,0.53,-0.08,-15.0943,post-market
ETSY,2024-12-31,2025-02-19,1.03,0.9394,0.0906,9.6445,pre-market
ETSY,2025-03-31,2025-04-30,-0.49,0.47,-0.96,-204.2553,pre-market
ETSY,2025-06-30,2025-07-30,0.69,1.09,-0.4,-36.6972,pre-market
ETSY,2025-09-30,2025-10-29,1.02,1.04,-0.02,-1.9231,pre-market
ETSY,2025-12-31,2026-02-19,0.92,0.85,0.07,8.2353,pre-market
ETSY,2026-03-31,2026-04-29,0.6,0.4588,0.1412,30.7759,pre-market
GOOGL,2004-09-30,2004-10-21,0.0175,0.014,0.0035,25,pre-market
GOOGL,2004-12-31,2005-02-01,0.023,0.0195,0.0035,17.9487,pre-market
GOOGL,2005-03-31,2005-04-21,0.0325,0.023,0.0095,41.3043,pre-market
GOOGL,2005-06-30,2005-07-21,0.034,0.0305,0.0035,11.4754,pre-market
GOOGL,2005-09-30,2005-10-20,0.038,0.034,0.004,11.7647,pre-market
GOOGL,2005-12-31,2006-01-31,0.0385,0.044,-0.0055,-12.5,pre-market
GOOGL,2006-03-31,2006-04-20,0.0575,0.0495,0.008,16.1616,pre-market
GOOGL,2006-06-30,2006-07-20,0.0625,0.0555,0.007,12.6126,pre-market
GOOGL,2006-09-30,2006-10-19,0.0655,0.0605,0.005,8.2645,pre-market
GOOGL,2006-12-31,2007-01-31,0.0795,0.073,0.0065,8.9041,pre-market
GOOGL,2007-03-31,2007-04-19,0.092,0.0825,0.0095,11.5152,pre-market
GOOGL,2007-06-30,2007-07-19,0.089,0.09,-0.001,-1.1111,pre-market
GOOGL,2007-09-30,2007-10-18,0.098,0.0945,0.0035,3.7037,pre-market
GOOGL,2007-12-31,2008-01-31,0.111,0.111,0,0,pre-market
GOOGL,2008-03-31,2008-04-17,0.121,0.113,0.008,7.0796,pre-market
GOOGL,2008-06-30,2008-07-17,0.116,0.1185,-0.0025,-2.1097,pre-market
GOOGL,2008-09-30,2008-10-16,0.123,0.1185,0.0045,3.7975,pre-market
GOOGL,2008-12-31,2009-01-22,0.1275,0.124,0.0035,2.8226,pre-market
GOOGL,2009-03-31,2009-04-16,0.129,0.123,0.006,4.878,pre-market
GOOGL,2009-06-30,2009-07-16,0.134,0.127,0.007,5.5118,pre-market
GOOGL,2009-09-30,2009-10-15,0.1475,0.1355,0.012,8.8561,pre-market
GOOGL,2009-12-31,2010-01-21,0.17,0.162,0.008,4.9383,pre-market
GOOGL,2010-03-31,2010-04-15,0.169,0.165,0.004,2.4242,pre-market
GOOGL,2010-06-30,2010-07-15,0.1615,0.163,-0.0015,-0.9202,pre-market
GOOGL,2010-09-30,2010-10-14,0.191,0.1675,0.0235,14.0299,pre-market
GOOGL,2010-12-31,2011-01-20,0.219,0.2025,0.0165,8.1481,pre-market
GOOGL,2011-03-31,2011-04-14,0.202,0.2025,-0.0005,-0.2469,pre-market
GOOGL,2011-06-30,2011-07-14,0.2185,0.1965,0.022,11.1959,pre-market
GOOGL,2011-09-30,2011-10-13,0.243,0.2185,0.0245,11.2128,pre-market
GOOGL,2011-12-31,2012-01-19,0.2375,0.2625,-0.025,-9.5238,pre-market
GOOGL,2012-03-31,2012-04-12,0.252,0.2415,0.0105,4.3478,pre-market
GOOGL,2012-06-30,2012-07-19,0.253,0.251,0.002,0.7968,pre-market
GOOGL,2012-09-30,2012-10-18,0.2255,0.2665,-0.041,-15.3846,pre-market
GOOGL,2012-12-31,2013-01-22,0.265,0.2605,0.0045,1.7274,pre-market
GOOGL,2013-03-31,2013-04-18,0.2895,0.2665,0.023,8.6304,pre-market
GOOGL,2013-06-30,2013-07-18,0.239,0.2695,-0.0305,-11.3173,pre-market
GOOGL,2013-09-30,2013-10-17,0.2685,0.2585,0.01,3.8685,pre-market
GOOGL,2013-12-31,2014-01-30,0.3005,0.305,-0.0045,-1.4754,pre-market
GOOGL,2014-03-31,2014-04-16,0.3135,0.3205,-0.007,-2.1841,pre-market
GOOGL,2014-06-30,2014-07-17,0.304,0.312,-0.008,-2.5641,pre-market
GOOGL,2014-09-30,2014-10-16,0.3175,0.3265,-0.009,-2.7565,post-market
GOOGL,2014-12-31,2015-01-29,0.344,0.3555,-0.0115,-3.2349,post-market
GOOGL,2015-03-31,2015-04-23,0.3285,0.33,-0.0015,-0.4545,post-market
GOOGL,2015-06-30,2015-07-16,0.3495,0.335,0.0145,4.3284,post-market
GOOGL,2015-09-30,2015-10-22,0.3675,0.3605,0.007,1.9417,post-market
GOOGL,2015-12-31,2016-02-01,0.4335,0.4055,0.028,6.9051,post-market
GOOGL,2016-03-31,2016-04-21,0.375,0.3985,-0.0235,-5.8971,post-market
GOOGL,2016-06-30,2016-07-28,0.421,0.4015,0.0195,4.8568,post-market
GOOGL,2016-09-30,2016-10-27,0.453,0.4315,0.0215,4.9826,post-market
GOOGL,2016-12-31,2017-01-26,0.468,0.4825,-0.0145,-3.0052,post-market
GOOGL,2017-03-31,2017-04-27,0.3865,0.3695,0.017,4.6008,post-market
GOOGL,2017-06-30,2017-07-24,0.2505,0.2245,0.026,11.5813,post-market
GOOGL,2017-09-30,2017-10-26,0.4785,0.4165,0.062,14.886,post-market
GOOGL,2017-12-31,2018-02-01,0.485,0.499,-0.014,-2.8056,post-market
GOOGL,2018-03-31,2018-04-23,0.6665,0.464,0.2025,43.6422,post-market
GOOGL,2018-06-30,2018-07-23,0.227,0.4795,-0.2525,-52.659,post-market
GOOGL,2018-09-30,2018-10-25,0.653,0.521,0.132,25.3359,post-market
GOOGL,2018-12-31,2019-02-04,0.6385,0.541,0.0975,18.0222,post-market
GOOGL,2019-03-31,2019-04-29,0.475,0.5305,-0.0555,-10.4618,post-market
GOOGL,2019-06-30,2019-07-25,0.7105,0.565,0.1455,25.7522,post-market
GOOGL,2019-09-30,2019-10-28,0.506,0.621,-0.115,-18.5185,post-market
GOOGL,2019-12-31,2020-02-03,0.7675,0.6265,0.141,22.506,post-market
GOOGL,2020-03-31,2020-04-28,0.4935,0.519,-0.0255,-4.9133,post-market
GOOGL,2020-06-30,2020-07-30,0.51,0.41,0.1,24.3902,post-market
GOOGL,2020-09-30,2020-10-29,0.82,0.56,0.26,46.4286,post-market
GOOGL,2020-12-31,2021-02-02,1.12,0.79,0.33,41.7722,post-market
GOOGL,2021-03-31,2021-04-27,1.31,0.78,0.53,67.9487,post-market
GOOGL,2021-06-30,2021-07-27,1.36,0.96,0.4,41.6667,post-market
GOOGL,2021-09-30,2021-10-26,1.4,1.17,0.23,19.6581,post-market
GOOGL,2021-12-31,2022-02-01,1.53,1.36,0.17,12.5,post-market
GOOGL,2022-03-31,2022-04-26,1.23,1.29,-0.06,-4.6512,post-market
GOOGL,2022-06-30,2022-07-26,1.21,1.27,-0.06,-4.7244,post-market
GOOGL,2022-09-30,2022-10-25,1.06,1.25,-0.19,-15.2,post-market
GOOGL,2022-12-31,2023-02-02,1.05,1.19,-0.14,-11.7647,post-market
GOOGL,2023-03-31,2023-04-25,1.17,1.07,0.1,9.3458,post-market
GOOGL,2023-06-30,2023-07-25,1.44,1.34,0.1,7.4627,post-market
GOOGL,2023-09-30,2023-10-24,1.55,1.45,0.1,6.8966,post-market
GOOGL,2023-12-31,2024-01-30,1.64,1.59,0.05,3.1447,post-market
GOOGL,2024-03-31,2024-04-25,1.89,1.51,0.38,25.1656,post-market
GOOGL,2024-06-30,2024-07-23,1.89,1.85,0.04,2.1622,post-market
GOOGL,2024-09-30,2024-10-29,2.12,1.85,0.27,14.5946,post-market
GOOGL,2024-12-31,2025-02-04,2.15,2.13,0.02,0.939,post-market
GOOGL,2025-03-31,2025-04-24,2.81,2.01,0.8,39.801,post-market
GOOGL,2025-06-30,2025-07-23,2.31,2.19,0.12,5.4795,post-market
GOOGL,2025-09-30,2025-10-29,2.87,2.32,0.55,23.7069,post-market
GOOGL,2025-12-31,2026-02-04,2.82,2.63,0.19,7.2243,post-market
GOOGL,2026-03-31,2026-04-29,5.11,2.53,2.58,101.9763,post-market
GOOGL,2026-06-30,2026-07-21,9.11,2.88,6.23,216.3194,post-market
JPM,1996-03-31,1996-04-16,0.66,0.55,0.11,20,pre-market
JPM,1996-06-30,1996-07-16,0.6,0.58,0.02,3.4483,pre-market
JPM,1996-09-30,1996-10-15,0.61,0.61,0,0,pre-market
JPM,1996-12-31,1997-01-21,0.63,0.63,0,0,pre-market
JPM,1997-03-31,1997-04-15,0.67,0.66,0.01,1.5152,pre-market
JPM,1997-06-30,1997-07-15,0.7,0.69,0.01,1.4493,pre-market
JPM,1997-09-30,1997-10-21,0.75,0.72,0.03,4.1667,pre-market
JPM,1997-12-31,1998-01-20,0.63,0.64,-0.01,-1.5625,pre-market
JPM,1998-03-31,1998-04-21,0.78,0.75,0.03,4,pre-market
JPM,1998-06-30,1998-07-21,0.83,0.79,0.04,5.0633,pre-market
JPM,1998-09-30,1998-10-20,0.55,0.52,0.03,5.7692,pre-market
JPM,1998-12-31,1999-01-19,0.87,0.79,0.08,10.1266,pre-market
JPM,1999-03-31,1999-04-20,0.91,0.83,0.08,9.6386,pre-market
JPM,1999-06-30,1999-07-21,1.03,0.9,0.13,14.4444,pre-market
JPM,1999-09-30,1999-10-20,0.91,0.88,0.03,3.4091,pre-market
JPM,1999-12-31,2000-01-19,1.32,0.87,0.45,51.7241,pre-market
JPM,2000-03-31,2000-04-19,1.06,1.02,0.04,3.9216,pre-market
JPM,2000-06-30,2000-07-19,0.95,0.85,0.1,11.7647,pre-market
JPM,2000-09-30,2000-10-18,0.68,0.94,-0.26,-27.6596,pre-market
JPM,2000-12-31,2001-01-17,0.37,0.89,-0.52,-58.427,pre-market
JPM,2001-03-31,2001-04-18,0.7,0.65,0.05,7.6923,pre-market
JPM,2001-06-30,2001-07-18,0.33,0.64,-0.31,-48.4375,pre-market
JPM,2001-09-30,2001-10-17,0.51,0.51,0,0,pre-market
JPM,2001-12-31,2002-01-16,0.12,0.35,-0.23,-65.7143,pre-market
JPM,2002-03-31,2002-04-17,0.57,0.53,0.04,7.5472,pre-market
JPM,2002-06-30,2002-07-17,0.58,0.65,-0.07,-10.7692,pre-market
JPM,2002-09-30,2002-10-16,0.16,0.07,0.09,128.5714,pre-market
JPM,2002-12-31,2003-01-22,-0.07,-0.07,0,0,pre-market
JPM,2003-03-31,2003-04-16,0.69,0.5,0.19,38,pre-market
JPM,2003-06-30,2003-07-16,0.89,0.62,0.27,43.5484,pre-market
JPM,2003-09-30,2003-10-22,0.78,0.76,0.02,2.6316,pre-market
JPM,2003-12-31,2004-01-21,0.89,0.77,0.12,15.5844,pre-market
JPM,2004-03-31,2004-04-21,0.92,0.87,0.05,5.7471,pre-market
JPM,2004-06-30,2004-07-21,0.85,0.83,0.02,2.4096,pre-market
JPM,2004-09-30,2004-10-20,0.6,0.74,-0.14,-18.9189,pre-market
JPM,2004-12-31,2005-01-19,0.64,0.69,-0.05,-7.2464,pre-market
JPM,2005-03-31,2005-04-20,0.81,0.7,0.11,15.7143,pre-market
JPM,2005-06-30,2005-07-20,0.66,0.65,0.01,1.5385,pre-market
JPM,2005-09-30,2005-10-19,0.75,0.72,0.03,4.1667,pre-market
JPM,2005-12-31,2006-01-18,0.73,0.73,0,0,pre-market
JPM,2006-03-31,2006-04-19,0.86,0.83,0.03,3.6145,pre-market
JPM,2006-06-30,2006-07-19,0.92,0.87,0.05,5.7471,pre-market
JPM,2006-09-30,2006-10-18,0.91,0.86,0.05,5.814,pre-market
JPM,2006-12-31,2007-01-17,1.01,0.94,0.07,7.4468,pre-market
JPM,2007-03-31,2007-04-18,1.23,1.02,0.21,20.5882,pre-market
JPM,2007-06-30,2007-07-18,1.2,1.08,0.12,11.1111,pre-market
JPM,2007-09-30,2007-10-17,0.97,0.9,0.07,7.7778,pre-market
JPM,2007-12-31,2008-01-16,0.86,0.91,-0.05,-5.4945,pre-market
JPM,2008-03-31,2008-04-16,0.68,0.65,0.03,4.6154,pre-market
JPM,2008-06-30,2008-07-17,0.54,0.44,0.1,22.7273,pre-market
JPM,2008-09-30,2008-10-15,-0.06,-0.29,0.23,79.3103,pre-market
JPM,2008-12-31,2009-01-15,-0.28,0.01,-0.29,-2900,pre-market
JPM,2009-03-31,2009-04-16,0.4,0.3,0.1,33.3333,pre-market
JPM,2009-06-30,2009-07-16,0.28,0.06,0.22,366.6667,pre-market
JPM,2009-09-30,2009-10-14,0.82,0.53,0.29,54.717,pre-market
JPM,2009-12-31,2010-01-15,0.74,0.61,0.13,21.3115,pre-market
JPM,2010-03-31,2010-04-14,0.74,0.64,0.1,15.625,pre-market
JPM,2010-06-30,2010-07-15,1.09,0.74,0.35,47.2973,pre-market
JPM,2010-09-30,2010-10-13,1.01,0.9,0.11,12.2222,pre-market
JPM,2010-12-31,2011-01-14,1.12,1.01,0.11,10.8911,pre-market
JPM,2011-03-31,2011-04-13,1.28,1.16,0.12,10.3448,pre-market
JPM,2011-06-30,2011-07-14,1.27,1.2,0.07,5.8333,pre-market
JPM,2011-09-30,2011-10-13,1.02,0.91,0.11,12.0879,pre-market
JPM,2011-12-31,2012-01-13,0.9,0.91,-0.01,-1.0989,pre-market
JPM,2012-03-31,2012-04-13,1.31,1.17,0.14,11.9658,pre-market
JPM,2012-06-30,2012-07-13,1.21,0.82,0.39,47.561,pre-market
JPM,2012-09-30,2012-10-12,1.4,1.23,0.17,13.8211,pre-market
JPM,2012-12-31,2013-01-16,1.39,1.21,0.18,14.876,pre-market
JPM,2013-03-31,2013-04-12,1.59,1.38,0.21,15.2174,pre-market
JPM,2013-06-30,2013-07-12,1.6,1.45,0.15,10.3448,pre-market
JPM,2013-09-30,2013-10-11,1.42,1.28,0.14,10.9375,pre-market
JPM,2013-12-31,2014-01-14,1.4,1.33,0.07,5.2632,pre-market
JPM,2014-03-31,2014-04-11,1.28,1.4,-0.12,-8.5714,pre-market
JPM,2014-06-30,2014-07-15,1.46,1.3,0.16,12.3077,pre-market
JPM,2014-09-30,2014-10-14,1.62,1.38,0.24,17.3913,pre-market
JPM,2014-12-31,2015-01-14,1.19,1.32,-0.13,-9.8485,pre-market
JPM,2015-03-31,2015-04-14,1.45,1.41,0.04,2.8369,pre-market
JPM,2015-06-30,2015-07-14,1.54,1.44,0.1,6.9444,pre-market
JPM,2015-09-30,2015-10-13,1.32,1.37,-0.05,-3.6496,post-market
JPM,2015-12-31,2016-01-14,1.32,1.26,0.06,4.7619,pre-market
JPM,2016-03-31,2016-04-13,1.35,1.26,0.09,7.1429,pre-market
JPM,2016-06-30,2016-07-14,1.55,1.43,0.12,8.3916,pre-market
JPM,2016-09-30,2016-10-14,1.58,1.39,0.19,13.6691,pre-market
JPM,2016-12-31,2017-01-13,1.58,1.42,0.16,11.2676,pre-market
JPM,2017-03-31,2017-04-13,1.65,1.51,0.14,9.2715,pre-market
JPM,2017-06-30,2017-07-14,1.71,1.59,0.12,7.5472,pre-market
JPM,2017-09-30,2017-10-12,1.76,1.66,0.1,6.0241,pre-market
JPM,2017-12-31,2018-01-12,1.76,1.69,0.07,4.142,pre-market
JPM,2018-03-31,2018-04-13,2.26,2.29,-0.03,-1.31,pre-market
JPM,2018-06-30,2018-07-13,2.29,2.22,0.07,3.1532,pre-market
JPM,2018-09-30,2018-10-12,2.34,2.26,0.08,3.5398,pre-market
JPM,2018-12-31,2019-02-26,1.98,2.19,-0.21,-9.589,pre-market
JPM,2019-03-31,2019-04-12,2.65,2.35,0.3,12.766,pre-market
JPM,2019-06-30,2019-07-16,2.82,2.49,0.33,13.253,pre-market
JPM,2019-09-30,2019-10-15,2.68,2.45,0.23,9.3878,pre-market
JPM,2019-12-31,2020-01-14,2.57,2.36,0.21,8.8983,pre-market
JPM,2020-03-31,2020-04-14,2.89,2.2,0.69,31.3636,pre-market
JPM,2020-06-30,2020-07-14,1.08,1.21,-0.13,-10.7438,pre-market
JPM,2020-09-30,2020-10-13,3.09,2.24,0.85,37.9464,pre-market
JPM,2020-12-31,2021-01-15,3.07,2.65,0.42,15.8491,pre-market
JPM,2021-03-31,2021-04-14,4.59,3.06,1.53,50,pre-market
JPM,2021-06-30,2021-07-13,3.78,3.17,0.61,19.2429,pre-market
JPM,2021-09-30,2021-10-13,3.55,3,0.55,18.3333,pre-market
JPM,2021-12-31,2022-01-14,3.33,3.03,0.3,9.901,pre-market
JPM,2022-03-31,2022-04-13,2.63,2.71,-0.08,-2.952,pre-market
JPM,2022-06-30,2022-07-14,2.76,2.9,-0.14,-4.8276,pre-market
JPM,2022-09-30,2022-10-14,3.12,2.85,0.27,9.4737,pre-market
JPM,2022-12-31,2023-01-13,3.57,3.1,0.47,15.1613,pre-market
JPM,2023-03-31,2023-04-14,4.1,3.41,0.69,20.2346,pre-market
JPM,2023-06-30,2023-07-14,4.75,4,0.75,18.75,pre-market
JPM,2023-09-30,2023-10-13,4.33,3.96,0.37,9.3434,pre-market
JPM,2023-12-31,2024-01-12,3.04,3.6,-0.56,-15.5556,pre-market
JPM,2024-03-31,2024-04-12,4.44,4.13,0.31,7.5061,pre-market
JPM,2024-06-30,2024-07-12,6.12,5.09,1.03,20.2358,pre-market
JPM,2024-09-30,2024-10-11,4.37,3.99,0.38,9.5238,pre-market
JPM,2024-12-31,2025-01-15,4.81,4.04,0.77,19.0594,pre-market
JPM,2025-03-31,2025-04-11,5.07,4.64,0.43,9.2672,pre-market
JPM,2025-06-30,2025-07-15,4.96,4.48,0.48,10.7143,pre-market
JPM,2025-09-30,2025-10-14,5.07,4.87,0.2,4.1068,pre-market
JPM,2025-12-31,2026-01-13,4.63,4.82,-0.19,-3.9419,pre-market
JPM,2026-03-31,2026-04-14,5.94,5.51,0.43,7.804,pre-market
JPM,2026-06-30,2026-07-14,6.14,5.59,0.55,9.839,pre-market
META,2012-03-31,2012-05-30,0.0645,None,0,None,pre-market
META,2012-06-30,2012-07-26,-0.08,-0.14,0.06,42.8571,post-market
META,2012-09-30,2012-10-23,-0.02,0.06,-0.08,-133.3333,post-market
META,2012-12-31,2013-01-30,0.03,-0.01,0.04,400,post-market
META,2013-03-31,2013-05-01,0.09,0.08,0.01,12.5,post-market
META,2013-06-30,2013-07-24,0.19,0.14,0.05,35.7143,post-market
META,2013-09-30,2013-10-30,0.17,0.12,0.05,41.6667,post-market
META,2013-12-31,2014-01-29,0.2,0.2,0,0,post-market
META,2014-03-31,2014-04-23,0.25,0.17,0.08,47.0588,post-market
META,2014-06-30,2014-07-23,0.3,0.24,0.06,25,post-market
META,2014-09-30,2014-10-28,0.3,0.31,-0.01,-3.2258,post-market
META,2014-12-31,2015-01-28,0.25,0.23,0.02,8.6957,post-market
META,2015-03-31,2015-04-22,0.18,0.16,0.02,12.5,post-market
META,2015-06-30,2015-07-29,0.25,0.24,0.01,4.1667,post-market
META,2015-09-30,2015-11-04,0.57,0.52,0.05,9.6154,post-market
META,2015-12-31,2016-01-27,0.54,0.42,0.12,28.5714,post-market
META,2016-03-31,2016-04-27,0.52,0.4,0.12,30,post-market
META,2016-06-30,2016-07-27,0.71,0.57,0.14,24.5614,post-market
META,2016-09-30,2016-11-02,0.82,0.71,0.11,15.493,post-market
META,2016-12-31,2017-02-01,1.21,1.04,0.17,16.3462,post-market
META,2017-03-31,2017-05-03,1.04,0.87,0.17,19.5402,post-market
META,2017-06-30,2017-07-26,1.32,1.12,0.2,17.8571,post-market
META,2017-09-30,2017-11-01,1.59,1.28,0.31,24.2188,post-market
META,2017-12-31,2018-01-31,2.21,1.97,0.24,12.1827,post-market
META,2018-03-31,2018-04-25,1.69,1.35,0.34,25.1852,post-market
META,2018-06-30,2018-07-25,1.74,1.71,0.03,1.7544,post-market
META,2018-09-30,2018-10-30,1.76,1.45,0.31,21.3793,post-market
META,2018-12-31,2019-01-30,2.38,2.18,0.2,9.1743,post-market
META,2019-03-31,2019-04-24,0.85,1.61,-0.76,-47.205,post-market
META,2019-06-30,2019-07-24,0.91,1.85,-0.94,-50.8108,post-market
META,2019-09-30,2019-10-30,2.12,1.91,0.21,10.9948,post-market
META,2019-12-31,2020-01-29,2.56,2.53,0.03,1.1858,post-market
META,2020-03-31,2020-04-29,1.71,1.7,0.01,0.5882,post-market
META,2020-06-30,2020-07-30,1.8,1.37,0.43,31.3869,post-market
META,2020-09-30,2020-10-29,2.71,1.91,0.8,41.8848,post-market
META,2020-12-31,2021-01-27,3.88,3.2,0.68,21.25,post-market
META,2021-03-31,2021-04-28,3.3,2.35,0.95,40.4255,post-market
META,2021-06-30,2021-07-28,3.61,3.01,0.6,19.9336,post-market
META,2021-09-30,2021-10-25,3.22,3.18,0.04,1.2579,post-market
META,2021-12-31,2022-02-02,3.67,3.83,-0.16,-4.1775,post-market
META,2022-03-31,2022-04-27,2.72,2.55,0.17,6.6667,post-market
META,2022-06-30,2022-07-27,2.46,2.55,-0.09,-3.5294,post-market
META,2022-09-30,2022-10-26,1.64,1.86,-0.22,-11.828,post-market
META,2022-12-31,2023-02-01,1.76,2.24,-0.48,-21.4286,post-market
META,2023-03-31,2023-04-26,2.2,1.98,0.22,11.1111,post-market
META,2023-06-30,2023-07-26,2.98,2.91,0.07,2.4055,post-market
META,2023-09-30,2023-10-25,4.39,3.63,0.76,20.9366,post-market
META,2023-12-31,2024-02-01,5.33,4.96,0.37,7.4597,post-market
META,2024-03-31,2024-04-24,4.71,4.32,0.39,9.0278,post-market
META,2024-06-30,2024-07-31,5.16,4.76,0.4,8.4034,post-market
META,2024-09-30,2024-10-30,6.03,5.29,0.74,13.9887,post-market
META,2024-12-31,2025-01-29,8.02,6.68,1.34,20.0599,post-market
META,2025-03-31,2025-04-30,6.43,5.22,1.21,23.1801,post-market
META,2025-06-30,2025-07-30,7.14,5.9,1.24,21.0169,post-market
META,2025-09-30,2025-10-29,7.25,6.71,0.54,8.0477,post-market
META,2025-12-31,2026-01-28,8.88,8.22,0.66,8.0292,post-market
META,2026-03-31,2026-04-29,10.44,6.66,3.78,56.7568,post-market
MSFT,1996-03-31,1996-04-18,0.06,0.05,0.01,20,pre-market
MSFT,1996-06-30,1996-07-22,0.05,0.05,0,0,pre-market
MSFT,1996-09-30,1996-10-21,0.06,0.06,0,0,pre-market
MSFT,1996-12-31,1997-01-17,0.07,0.06,0.01,16.6667,pre-market
MSFT,1997-03-31,1997-04-17,0.1,0.08,0.02,25,pre-market
MSFT,1997-06-30,1997-07-17,0.1,0.1,0,0,pre-market
MSFT,1997-09-30,1997-10-20,0.09,0.09,0,0,pre-market
MSFT,1997-12-31,1998-01-21,0.11,0.1,0.01,10,pre-market
MSFT,1998-03-31,1998-04-22,0.13,0.12,0.01,8.3333,pre-market
MSFT,1998-06-30,1998-07-16,0.13,0.12,0.01,8.3333,pre-market
MSFT,1998-09-30,1998-10-20,0.14,0.12,0.02,16.6667,pre-market
MSFT,1998-12-31,1999-01-19,0.18,0.15,0.03,20,pre-market
MSFT,1999-03-31,1999-04-20,0.19,0.16,0.03,18.75,pre-market
MSFT,1999-06-30,1999-07-19,0.2,0.18,0.02,11.1111,pre-market
MSFT,1999-09-30,1999-10-19,0.19,0.17,0.02,11.7647,pre-market
MSFT,1999-12-31,2000-01-18,0.24,0.21,0.03,14.2857,pre-market
MSFT,2000-03-31,2000-04-20,0.22,0.2,0.02,10,pre-market
MSFT,2000-06-30,2000-07-18,0.22,0.21,0.01,4.7619,pre-market
MSFT,2000-09-30,2000-10-18,0.23,0.21,0.02,9.5238,pre-market
MSFT,2000-12-31,2001-01-18,0.24,0.23,0.01,4.3478,pre-market
MSFT,2001-03-31,2001-04-19,0.22,0.21,0.01,4.7619,pre-market
MSFT,2001-06-30,2001-07-19,0.22,0.21,0.01,4.7619,post-market
MSFT,2001-09-30,2001-10-18,0.22,0.2,0.02,10,post-market
MSFT,2001-12-31,2002-01-17,0.25,0.22,0.03,13.6364,post-market
MSFT,2002-03-31,2002-04-18,0.25,0.25,0,0,post-market
MSFT,2002-06-30,2002-07-18,0.21,0.21,0,0,post-market
MSFT,2002-09-30,2002-10-17,0.28,0.21,0.07,33.3333,post-market
MSFT,2002-12-31,2003-01-16,0.27,0.23,0.04,17.3913,post-market
MSFT,2003-03-31,2003-04-15,0.26,0.23,0.03,13.0435,post-market
MSFT,2003-06-30,2003-07-17,0.23,0.23,0,0,post-market
MSFT,2003-09-30,2003-10-23,0.3,0.29,0.01,3.4483,post-market
MSFT,2003-12-31,2004-01-22,0.34,0.3,0.04,13.3333,post-market
MSFT,2004-03-31,2004-04-22,0.34,0.29,0.05,17.2414,post-market
MSFT,2004-06-30,2004-07-22,0.28,0.28,0,0,post-market
MSFT,2004-09-30,2004-10-21,0.31,0.3,0.01,3.3333,post-market
MSFT,2004-12-31,2005-01-27,0.35,0.33,0.02,6.0606,post-market
MSFT,2005-03-31,2005-04-28,0.32,0.32,0,0,post-market
MSFT,2005-06-30,2005-07-21,0.33,0.31,0.02,6.4516,post-market
MSFT,2005-09-30,2005-10-27,0.34,0.34,0,0,post-market
MSFT,2005-12-31,2006-01-26,0.36,0.36,0,0,post-market
MSFT,2006-03-31,2006-04-27,0.32,0.33,-0.01,-3.0303,post-market
MSFT,2006-06-30,2006-07-20,0.31,0.3,0.01,3.3333,post-market
MSFT,2006-09-30,2006-10-26,0.35,0.31,0.04,12.9032,post-market
MSFT,2006-12-31,2007-01-25,0.26,0.24,0.02,8.3333,post-market
MSFT,2007-03-31,2007-04-26,0.5,0.46,0.04,8.6957,post-market
MSFT,2007-06-30,2007-07-19,0.31,0.34,-0.03,-8.8235,post-market
MSFT,2007-09-30,2007-10-25,0.45,0.39,0.06,15.3846,post-market
MSFT,2007-12-31,2008-01-24,0.5,0.46,0.04,8.6957,post-market
MSFT,2008-03-31,2008-04-24,0.47,0.44,0.03,6.8182,post-market
MSFT,2008-06-30,2008-07-17,0.46,0.47,-0.01,-2.1277,post-market
MSFT,2008-09-30,2008-10-23,0.48,0.47,0.01,2.1277,post-market
MSFT,2008-12-31,2009-01-22,0.47,0.49,-0.02,-4.0816,pre-market
